,x,y,Time
728,586,704,1593689859.166069
729,586,704,1593689859.1667469
730,586,704,1593689859.1680791
731,586,704,1593689859.168749
732,586,704,1593689859.1700852
733,586,704,1593689859.1707551
734,586,704,1593689859.172068
735,586,704,1593689859.172739
736,586,704,1593689859.1740701
737,586,704,1593689859.174746
738,586,703,1593689859.176067
739,586,703,1593689859.176737
740,585,703,1593689859.1780832
741,585,703,1593689859.178756
742,585,703,1593689859.180077
743,585,703,1593689859.180755
744,585,703,1593689859.1820748
745,585,703,1593689859.182754
746,585,703,1593689859.184074
747,585,703,1593689859.184748
748,584,703,1593689859.1860778
749,584,703,1593689859.186749
750,584,703,1593689859.188073
751,584,703,1593689859.188745
752,584,703,1593689859.190071
753,584,703,1593689859.190745
754,584,702,1593689859.192072
755,584,702,1593689859.192737
756,584,702,1593689859.194067
757,584,702,1593689859.194744
758,583,702,1593689859.19607
759,583,702,1593689859.1967418
760,583,702,1593689859.198068
761,583,702,1593689859.198747
762,583,702,1593689859.200067
763,583,702,1593689859.200736
764,583,701,1593689859.2020748
765,583,701,1593689859.202749
766,582,701,1593689859.204064
767,582,701,1593689859.204739
768,582,701,1593689859.2060711
769,582,701,1593689859.206748
770,582,701,1593689859.208071
771,582,701,1593689859.20874
772,582,701,1593689859.2100658
773,582,701,1593689859.210738
774,582,700,1593689859.212074
775,582,700,1593689859.2127528
776,581,700,1593689859.214072
777,581,700,1593689859.214746
778,581,700,1593689859.216075
779,581,700,1593689859.2167501
780,581,700,1593689859.218079
781,581,700,1593689859.218754
782,581,700,1593689859.220066
783,581,700,1593689859.2207448
784,581,700,1593689859.222069
785,581,700,1593689859.222742
786,581,700,1593689859.224076
787,581,700,1593689859.224745
788,580,700,1593689859.226092
789,580,700,1593689859.226766
790,580,699,1593689859.228065
791,580,699,1593689859.228742
792,580,699,1593689859.230516
793,580,699,1593689859.23209
794,580,699,1593689859.232762
795,580,699,1593689859.234069
796,580,699,1593689859.234744
797,580,699,1593689859.236059
798,580,699,1593689859.2367418
799,579,699,1593689859.2380621
800,579,699,1593689859.238733
801,579,699,1593689859.240066
802,579,699,1593689859.240736
803,579,699,1593689859.242063
804,579,699,1593689859.242733
805,579,699,1593689859.2440581
806,579,699,1593689859.244735
807,579,699,1593689859.246057
808,579,699,1593689859.246737
809,579,699,1593689859.248509
810,579,699,1593689859.249161
811,579,699,1593689859.249849
812,578,698,1593689859.250679
813,578,698,1593689859.252075
814,578,698,1593689859.2527559
815,578,698,1593689859.254553
816,578,698,1593689859.256504
817,578,698,1593689859.257157
818,578,698,1593689859.257853
819,578,698,1593689859.25867
820,578,698,1593689859.260455
821,578,698,1593689859.261193
822,578,698,1593689859.261893
823,578,698,1593689859.2626429
824,578,698,1593689859.264079
825,578,698,1593689859.2647512
826,578,698,1593689859.266526
827,578,698,1593689859.26718
828,578,698,1593689859.267854
829,577,698,1593689859.268606
830,577,698,1593689859.27038
831,577,698,1593689859.271038
832,577,698,1593689859.271691
833,577,698,1593689859.273462
834,577,698,1593689859.274126
835,577,698,1593689859.274773
