,x,y,Time
0,1934,37,1594989483.9113007
1,1934,37,1594989483.912301
2,1934,37,1594989483.913302
3,1934,37,1594989483.9163046
4,1934,37,1594989483.9173057
5,1934,37,1594989483.9173057
6,1934,37,1594989483.9183066
7,1934,37,1594989483.9193072
8,1934,37,1594989483.9193072
9,1934,37,1594989483.9223104
10,1934,37,1594989483.923311
11,1934,37,1594989483.924312
12,1934,37,1594989483.9253128
13,1934,37,1594989483.9253128
14,1934,37,1594989483.9263136
15,1934,37,1594989483.9273148
16,1934,37,1594989483.9273148
17,1934,37,1594989483.9283159
18,1934,37,1594989483.9293163
19,1934,37,1594989483.9293163
20,1934,37,1594989483.9303174
21,1934,37,1594989483.9313183
22,1934,37,1594989483.9313183
23,1934,37,1594989483.932319
24,1934,37,1594989483.9333205
25,1934,37,1594989483.9333205
26,1934,37,1594989483.934321
27,1934,37,1594989483.935322
28,1934,37,1594989483.935322
29,1934,37,1594989483.936323
30,1934,37,1594989483.9373238
31,1934,37,1594989483.9373238
32,1934,37,1594989483.9383245
33,1934,37,1594989483.9393258
34,1934,37,1594989483.9393258
35,1934,37,1594989483.9403265
36,1934,37,1594989483.9413276
37,1934,37,1594989483.9413276
38,1934,37,1594989483.9423282
39,1934,37,1594989483.943329
40,1934,37,1594989483.943329
41,1934,37,1594989483.94433
42,1934,37,1594989483.9453309
43,1934,37,1594989483.9463325
44,1934,37,1594989483.9463325
45,1934,37,1594989483.9473329
46,1934,37,1594989483.9483337
47,1934,37,1594989483.9483337
48,1934,37,1594989483.9493346
49,1934,37,1594989483.9503357
50,1934,37,1594989483.9503357
51,1934,37,1594989483.9513364
52,1934,37,1594989483.9523375
53,1934,37,1594989483.9523375
54,1934,37,1594989483.9533384
55,1934,37,1594989483.9543393
56,1934,37,1594989483.9543393
57,1934,37,1594989483.9553401
58,1934,37,1594989483.956341
59,1934,37,1594989483.956341
60,1934,37,1594989483.9573421
61,1934,37,1594989483.958343
62,1934,37,1594989483.958343
63,1934,37,1594989483.9593437
64,1934,37,1594989483.9603446
65,1934,37,1594989483.9603446
66,1934,37,1594989483.961346
67,1934,37,1594989483.9623466
68,1934,37,1594989483.9623466
69,1934,37,1594989483.9633477
70,1934,37,1594989483.9643483
71,1934,37,1594989483.9643483
72,1934,37,1594989483.9653492
73,1934,37,1594989483.9663503
74,1934,37,1594989483.9663503
75,1934,37,1594989483.967351
76,1934,37,1594989483.968352
77,1934,37,1594989483.969353
78,1934,37,1594989483.969353
79,1934,37,1594989483.9703538
80,1934,37,1594989483.9713547
81,1934,37,1594989483.9713547
82,1934,37,1594989483.9723556
83,1934,37,1594989483.9733565
84,1934,37,1594989483.9733565
85,1934,37,1594989483.9743578
86,1934,37,1594989483.9753582
87,1934,37,1594989483.9753582
88,1934,37,1594989483.9763591
89,1934,37,1594989483.97736
90,1934,37,1594989483.97736
91,1934,37,1594989483.9783611
92,1934,37,1594989483.9793622
93,1934,37,1594989483.9793622
94,1934,37,1594989483.9803627
95,1934,37,1594989483.981364
96,1934,37,1594989483.981364
97,1934,37,1594989483.9823647
98,1934,37,1594989483.9833653
99,1934,37,1594989483.9833653
100,1934,37,1594989483.9843667
101,1934,37,1594989483.9853675
102,1934,37,1594989483.9853675
103,1934,37,1594989483.9863684
104,1934,37,1594989483.9873693
105,1934,37,1594989483.9883702
106,1934,37,1594989483.9883702
107,1934,37,1594989483.9893708
108,1934,37,1594989483.9903722
109,1934,37,1594989483.9903722
110,1934,37,1594989483.991373
111,1934,37,1594989483.9923737
112,1934,37,1594989483.9923737
113,1934,37,1594989483.9933748
114,1934,37,1594989483.9943757
115,1934,37,1594989483.9943757
116,1934,37,1594989483.9953766
117,1934,37,1594989483.9963772
118,1934,37,1594989483.9963772
119,1934,37,1594989483.9973783
120,1934,37,1594989483.9983792
121,1934,37,1594989483.9983792
122,1934,37,1594989483.99938
123,1934,37,1594989484.0003812
124,1934,37,1594989484.0003812
125,1934,37,1594989484.0013819
126,1934,37,1594989484.002383
127,1934,37,1594989484.002383
128,1934,37,1594989484.0033839
129,1934,37,1594989484.0043848
130,1934,37,1594989484.0053856
131,1934,37,1594989484.0053856
132,1934,37,1594989484.0063868
133,1934,37,1594989484.0073874
134,1934,37,1594989484.0073874
135,1934,37,1594989484.0083883
136,1934,37,1594989484.0093894
137,1934,37,1594989484.0093894
138,1934,37,1594989484.0103903
139,1934,37,1594989484.0113912
140,1934,37,1594989484.0113912
141,1934,37,1594989484.012392
142,1934,37,1594989484.013393
143,1934,37,1594989484.013393
144,1934,37,1594989484.014394
145,1934,37,1594989484.015395
146,1934,37,1594989484.015395
147,1934,37,1594989484.0163956
148,1934,37,1594989484.0173965
149,1934,37,1594989484.0173965
150,1934,37,1594989484.0183973
151,1934,37,1594989484.0193985
152,1934,37,1594989484.0203993
153,1934,37,1594989484.0203993
154,1934,37,1594989484.0214002
155,1934,37,1594989484.022401
156,1934,37,1594989484.022401
157,1934,37,1594989484.023402
158,1934,37,1594989484.024403
159,1934,37,1594989484.024403
160,1934,37,1594989484.025404
161,1934,37,1594989484.0264046
162,1934,37,1594989484.0264046
163,1934,37,1594989484.0274057
164,1934,37,1594989484.0284066
165,1934,37,1594989484.0284066
166,1934,37,1594989484.0294075
167,1934,37,1594989484.0304084
168,1934,37,1594989484.0304084
169,1934,37,1594989484.0314093
170,1934,37,1594989484.0324101
171,1934,37,1594989484.033411
172,1934,37,1594989484.033411
173,1934,37,1594989484.0344121
174,1934,37,1594989484.0354128
175,1934,37,1594989484.0354128
176,1934,37,1594989484.0364137
177,1934,37,1594989484.0374146
178,1934,37,1594989484.0374146
179,1934,37,1594989484.0384157
180,1934,37,1594989484.0394163
181,1934,37,1594989484.0394163
182,1934,37,1594989484.0404174
183,1934,37,1594989484.0414186
184,1934,37,1594989484.0414186
185,1934,37,1594989484.0424192
186,1934,37,1594989484.0434198
187,1934,37,1594989484.0434198
188,1934,37,1594989484.0444214
189,1934,37,1594989484.0454218
190,1934,37,1594989484.0464232
191,1934,37,1594989484.0464232
192,1934,37,1594989484.047424
193,1934,37,1594989484.0484247
194,1934,37,1594989484.0484247
195,1934,37,1594989484.0494256
196,1934,37,1594989484.0504267
197,1934,37,1594989484.0504267
198,1934,37,1594989484.0514276
199,1934,37,1594989484.0524282
200,1934,37,1594989484.0524282
201,1934,37,1594989484.0534294
202,1934,37,1594989484.0544302
203,1934,37,1594989484.0544302
204,1934,37,1594989484.0554311
205,1934,37,1594989484.0564322
206,1934,37,1594989484.0564322
207,1934,37,1594989484.0574331
208,1934,37,1594989484.058434
209,1934,37,1594989484.0594347
210,1934,37,1594989484.0594347
211,1934,37,1594989484.0604358
212,1934,37,1594989484.0614364
213,1934,37,1594989484.0614364
214,1934,37,1594989484.0624373
215,1934,37,1594989484.0634384
216,1934,37,1594989484.0634384
217,1934,37,1594989484.0644393
218,1934,37,1594989484.0654402
219,1934,37,1594989484.0654402
220,1934,37,1594989484.0664413
221,1934,37,1594989484.0674422
222,1934,37,1594989484.0674422
223,1934,37,1594989484.0684428
224,1934,37,1594989484.069444
225,1934,37,1594989484.0704448
226,1934,37,1594989484.0704448
227,1934,37,1594989484.0714457
228,1934,37,1594989484.0724468
229,1934,37,1594989484.0724468
230,1934,37,1594989484.0734475
231,1934,37,1594989484.0744486
232,1934,37,1594989484.0744486
233,1934,37,1594989484.0754492
234,1934,37,1594989484.0764503
235,1934,37,1594989484.0764503
236,1934,37,1594989484.077451
237,1934,37,1594989484.0784519
238,1934,37,1594989484.0784519
239,1934,37,1594989484.079453
240,1934,37,1594989484.0804539
241,1934,37,1594989484.0814548
242,1934,37,1594989484.0814548
243,1934,37,1594989484.0824559
244,1934,37,1594989484.0834565
245,1934,37,1594989484.0834565
246,1934,37,1594989484.0844574
247,1934,37,1594989484.0854585
248,1934,37,1594989484.0854585
249,1934,37,1594989484.0864594
250,1934,37,1594989484.0874603
251,1934,37,1594989484.0874603
252,1934,37,1594989484.0884612
253,1934,37,1594989484.0894623
254,1934,37,1594989484.090463
255,1934,37,1594989484.090463
256,1934,37,1594989484.091464
257,1934,37,1594989484.092465
258,1934,37,1594989484.092465
259,1934,37,1594989484.0934658
260,1934,37,1594989484.0944664
261,1934,37,1594989484.0944664
262,1934,37,1594989484.0954678
263,1934,37,1594989484.0964684
264,1934,37,1594989484.0964684
265,1934,37,1594989484.097469
266,1934,37,1594989484.0984704
267,1934,37,1594989484.0984704
268,1934,37,1594989484.099471
269,1934,37,1594989484.100472
270,1934,37,1594989484.101473
271,1934,37,1594989484.102474
